hour_of_day,day_of_week,month,event_type,venue_capacity,estimated_crowd,area_m2,entry_points,emergency_exits,security_personnel,ambient_temp_c,occupancy_ratio,density_per_m2,crowd_density_level,stampede_risk
20,4,7,0,80102,26455,197421,4,10,36,11.9,0.3303,0.134,0,0.5561
12,2,1,4,43725,28003,31788,17,10,231,13.0,0.6404,0.8809,1,0.5764
0,3,4,1,6364,1647,4632,2,26,68,25.5,0.2588,0.3556,0,0.6119
22,6,7,0,80820,77069,130405,18,20,380,24.4,0.9536,0.591,3,0.4371
11,1,11,1,39873,29262,64725,10,5,318,34.8,0.7339,0.4521,1,0.6801
14,1,5,0,60368,47303,108372,2,17,425,33.8,0.7836,0.4365,2,0.5523
8,4,2,4,31672,5197,41186,8,13,350,10.9,0.1641,0.1262,0,0.4397
16,3,11,2,58657,641,38359,2,18,75,31.6,0.0109,0.0167,0,0.5755
7,0,7,1,62110,28792,145587,4,2,401,32.3,0.4636,0.1978,0,0.6307
9,0,1,1,79920,46231,178134,12,20,401,35.3,0.5785,0.2595,1,0.4839
21,1,8,3,54259,31806,121581,16,22,152,36.7,0.5862,0.2616,1,0.5157
3,6,2,0,10067,8410,19789,12,14,343,29.9,0.8354,0.425,2,0.4855
19,0,7,0,81632,35874,71188,9,20,478,26.6,0.4395,0.5039,0,0.3375
12,5,6,1,20964,16726,30379,13,18,123,20.8,0.7978,0.5506,2,0.6884
2,5,4,2,94403,41600,197451,14,28,464,14.7,0.4407,0.2107,0,0.3344
7,0,5,1,37899,18664,32160,6,24,14,12.9,0.4925,0.5803,0,0.6165
9,5,8,1,41923,34667,43355,13,7,280,15.6,0.8269,0.7996,2,0.6981
15,4,3,1,42063,17467,89635,14,21,237,19.4,0.4153,0.1949,0,0.4352
19,6,3,0,15441,8845,12429,6,14,470,31.0,0.5728,0.7116,1,0.4859
9,1,11,3,42066,4882,77835,8,17,231,37.3,0.1161,0.0627,0,0.5086
2,4,10,0,54957,6251,40082,6,4,257,24.8,0.1137,0.156,0,0.3698
0,1,1,0,94604,23071,158465,3,7,222,30.9,0.2439,0.1456,0,0.506
8,4,7,0,69194,43495,126564,4,5,461,14.7,0.6286,0.3437,1,0.5322
11,4,8,0,67234,34968,145933,7,20,187,5.3,0.5201,0.2396,1,0.4773
15,3,6,2,98546,63412,167053,15,28,366,26.2,0.6435,0.3796,1,0.4221
18,6,11,0,68457,44826,45851,10,18,303,21.6,0.6548,0.9776,1,0.4434
11,3,6,3,54195,38906,108413,1,17,397,30.2,0.7179,0.3589,1,0.7189
18,1,11,2,77165,38340,156811,5,7,218,35.7,0.4969,0.2445,0,0.6765
8,4,3,0,71164,59064,170733,3,9,323,27.8,0.83,0.3459,2,0.6151
15,1,2,2,20695,12772,45206,4,19,386,28.4,0.6172,0.2825,1,0.5974
23,5,6,1,57921,18632,67145,19,5,72,38.9,0.3217,0.2775,0,0.5604
5,5,9,1,42934,28983,25135,4,4,441,29.6,0.6751,1.1531,1,0.6791
22,0,2,1,50702,32703,115525,15,13,484,7.1,0.645,0.2831,1,0.5104
17,4,6,2,66284,15473,38754,15,5,395,16.9,0.2334,0.3993,0,0.448
17,3,8,0,1834,292,3437,11,26,364,8.3,0.1592,0.085,0,0.1568
22,4,9,2,71942,44387,79107,7,13,130,25.8,0.617,0.5611,1,0.6894
2,2,11,4,19724,7805,49263,10,2,361,9.1,0.3957,0.1584,0,0.6293
18,5,6,2,12251,5835,14522,5,28,193,36.3,0.4763,0.4018,0,0.5536
0,6,1,0,23894,16195,58645,15,10,21,39.8,0.6778,0.2762,1,0.539
14,5,8,1,95467,75068,51640,18,2,8,7.1,0.7863,1.4537,2,0.7587
15,6,1,1,29669,4511,68921,9,3,131,34.5,0.152,0.0655,0,0.6046
16,5,5,4,35796,13490,54039,1,2,434,11.4,0.3769,0.2496,0,0.6651
21,5,5,2,8807,2694,20481,9,17,39,36.2,0.3059,0.1315,0,0.6096
9,4,3,1,31797,10240,46168,19,26,179,9.2,0.322,0.2218,0,0.4305
21,6,2,1,12527,4957,16950,18,8,225,30.6,0.3957,0.2924,0,0.5077
0,1,3,1,24087,11169,54099,8,22,300,10.7,0.4637,0.2065,0,0.5519
17,0,12,0,77710,37329,120730,9,13,115,31.1,0.4804,0.3092,0,0.5439
8,4,8,0,64071,14731,122447,9,7,191,13.7,0.2299,0.1203,0,0.4098
11,6,1,0,90180,22260,138289,6,27,469,10.0,0.2468,0.161,0,0.2625
17,5,4,0,14678,6814,18808,3,10,35,30.8,0.4642,0.3623,0,0.5943
20,3,9,2,45294,35716,40858,8,19,375,14.2,0.7885,0.8741,2,0.5983
2,3,3,1,3912,2566,5557,9,16,367,9.0,0.6559,0.4618,1,0.5792
22,4,7,0,91819,25019,180260,3,20,289,39.1,0.2725,0.1388,0,0.3875
21,2,5,0,92216,28402,143214,19,25,9,39.2,0.308,0.1983,0,0.2171
18,2,12,0,22005,10501,46111,14,16,68,20.8,0.4772,0.2277,0,0.4042
3,5,5,1,50274,15112,50695,15,2,182,27.0,0.3006,0.2981,0,0.5688
22,4,3,2,96744,83546,197670,13,27,126,37.5,0.8636,0.4227,2,0.6125
18,4,6,1,64343,37929,44253,2,11,454,7.9,0.5895,0.8571,1,0.6562
2,1,11,1,72481,16707,171970,11,27,250,33.9,0.2305,0.0972,0,0.3957
12,2,3,1,23167,7938,22109,8,29,336,20.1,0.3426,0.359,0,0.4409
9,1,4,0,86885,48966,84572,14,29,175,33.9,0.5636,0.579,1,0.32
3,4,9,1,26589,16823,23433,7,8,71,23.5,0.6327,0.7179,1,0.7883
17,1,10,1,76710,60945,130109,18,3,171,10.5,0.7945,0.4684,2,0.6641
13,0,9,2,64543,53273,115563,1,4,48,21.3,0.8254,0.461,2,0.8757
8,6,8,0,49205,31371,65682,8,13,222,23.9,0.6376,0.4776,1,0.5114
10,0,8,1,18393,6941,14389,15,23,279,37.6,0.3774,0.4824,0,0.409
10,6,9,1,17922,5907,22959,12,10,388,6.7,0.3296,0.2573,0,0.497
5,1,11,2,3514,2583,4199,2,9,333,16.4,0.7351,0.6151,1,0.7949
13,2,11,0,13142,10370,17724,6,5,466,15.6,0.7891,0.5851,2,0.5267
22,5,6,1,66400,52985,70090,12,12,331,16.9,0.798,0.756,2,0.6123
17,4,7,0,65292,29556,81744,7,11,490,7.8,0.4527,0.3616,0,0.4351
5,0,10,1,37474,25702,75679,13,11,282,13.5,0.6859,0.3396,1,0.589
4,1,1,2,29449,15337,17964,3,23,120,27.1,0.5208,0.8538,1,0.6395
11,5,8,0,99254,11578,85126,17,12,154,33.0,0.1167,0.136,0,0.2431
22,2,4,3,82481,22543,198972,4,5,493,14.6,0.2733,0.1133,0,0.554
2,2,1,3,10427,1615,8938,3,16,375,39.8,0.1549,0.1807,0,0.4964
22,3,1,1,85027,50526,51166,1,18,441,22.7,0.5942,0.9875,1,0.5916
16,1,6,0,73584,45489,69058,2,22,105,10.4,0.6182,0.6587,1,0.5285
21,2,8,0,90739,55485,49402,9,26,118,30.0,0.6115,1.1231,1,0.4321
16,6,2,0,44484,38683,31619,10,27,145,9.9,0.8696,1.2234,2,0.4879
22,2,8,0,41974,33270,86298,5,19,230,30.5,0.7926,0.3855,2,0.5759
4,4,9,4,2423,1615,2094,1,6,309,14.1,0.6665,0.7713,1,0.7706
3,4,9,0,26154,23438,15255,16,25,421,13.9,0.8962,1.5364,2,0.4261
23,4,7,0,83433,75714,139877,2,10,264,27.9,0.9075,0.5413,3,0.6833
14,1,8,0,31410,18365,55338,15,18,18,39.4,0.5847,0.3319,1,0.488
9,4,1,3,36893,27485,26598,18,5,286,5.8,0.745,1.0333,1,0.667
22,1,4,4,26623,7753,24494,12,6,316,11.2,0.2912,0.3165,0,0.5578
5,6,11,0,2805,1804,6385,3,17,58,11.1,0.6431,0.2825,1,0.6252
10,5,6,2,28270,10129,47991,8,10,228,10.4,0.3583,0.2111,0,0.6144
13,4,7,0,41227,20387,37712,17,5,72,23.4,0.4945,0.5406,0,0.4559
11,1,11,3,23490,11705,27442,16,27,443,6.2,0.4983,0.4265,0,0.3859
15,5,2,3,37502,9141,70935,9,20,75,36.2,0.2437,0.1289,0,0.5506
5,0,6,3,26999,13705,62982,4,28,108,32.8,0.5076,0.2176,1,0.5852
11,4,4,0,82987,46458,196900,18,15,129,15.5,0.5598,0.2359,1,0.4007
7,6,2,0,87863,6153,175957,16,6,134,13.4,0.07,0.035,0,0.3459
10,4,3,0,58474,20995,124072,1,3,439,9.7,0.359,0.1692,0,0.5129
4,2,5,1,1686,664,2841,5,27,399,14.5,0.3938,0.2337,0,0.4765
22,1,5,0,49600,23352,122864,5,8,429,22.1,0.4708,0.1901,0,0.4488
21,5,5,1,60928,43121,109106,4,20,275,24.2,0.7077,0.3952,1,0.6671
22,1,7,0,10651,9060,22551,1,8,19,19.5,0.8506,0.4018,2,0.7241
1,2,2,0,23467,12970,37273,9,14,490,20.3,0.5527,0.348,1,0.3535
20,6,3,3,24741,14418,58064,6,4,278,27.5,0.5828,0.2483,1,0.6883
7,2,5,0,3741,2527,3537,17,11,83,11.6,0.6755,0.7144,1,0.4677
9,2,8,1,37613,20779,83892,2,16,267,29.0,0.5524,0.2477,1,0.6262
4,3,7,1,66137,15538,71553,8,23,331,29.6,0.2349,0.2172,0,0.4284
22,2,5,3,15111,12388,32657,9,24,83,20.1,0.8198,0.3793,2,0.6496
16,6,3,3,88911,30064,204338,1,19,135,29.5,0.3381,0.1471,0,0.6103
23,1,6,4,93273,30222,149393,9,15,247,18.0,0.324,0.2023,0,0.5219
3,1,4,0,52909,29377,116384,19,5,472,13.2,0.5552,0.2524,1,0.3195
15,2,2,1,61867,51107,55525,14,7,372,21.5,0.8261,0.9204,2,0.6237
2,3,10,1,83162,53038,77792,3,21,163,28.2,0.6378,0.6818,1,0.7078
15,0,3,2,20404,15281,25575,10,10,12,38.9,0.7489,0.5975,1,0.7977
11,1,9,0,54511,23726,135140,19,12,313,14.8,0.4353,0.1756,0,0.3442
0,0,10,4,31610,28262,73746,4,13,125,28.6,0.8941,0.3832,2,0.7827
13,6,4,0,56433,16122,62658,3,12,421,39.7,0.2857,0.2573,0,0.3668
4,5,1,1,21034,5522,46986,7,18,213,29.7,0.2625,0.1175,0,0.4876
8,6,7,0,16479,13592,36169,18,14,75,38.4,0.8248,0.3758,2,0.5339
16,1,7,1,49880,20215,118700,1,18,249,9.9,0.4053,0.1703,0,0.5985
13,1,9,0,51154,22985,51741,14,2,189,36.7,0.4493,0.4442,0,0.5122
0,3,7,0,90966,62069,80063,5,23,156,30.4,0.6823,0.7753,1,0.4831
5,3,1,0,41876,16883,86044,12,5,289,14.3,0.4032,0.1962,0,0.4283
4,6,1,4,53467,6941,130605,17,13,58,8.6,0.1298,0.0531,0,0.4141
13,1,1,3,93748,7167,56747,11,2,58,8.3,0.0764,0.1263,0,0.6091
23,2,1,0,8332,6852,10385,14,23,64,31.1,0.8224,0.6598,2,0.3995
11,4,2,0,53807,26447,117018,4,19,285,6.7,0.4915,0.226,0,0.4675
2,5,5,0,8855,2096,12104,4,24,174,30.0,0.2367,0.1732,0,0.3481
2,6,6,2,2277,1946,2226,8,26,47,32.2,0.8546,0.8742,2,0.6715
21,1,4,1,92974,31743,153335,18,23,117,18.5,0.3414,0.207,0,0.4909
8,2,9,0,60416,37076,123642,16,17,73,36.1,0.6137,0.2999,1,0.4478
17,2,10,1,71175,58589,93579,15,13,186,19.7,0.8232,0.6261,2,0.691
16,4,5,1,44428,31799,105432,8,22,236,34.6,0.7157,0.3016,1,0.5939
11,6,2,4,26101,10549,24081,11,3,188,32.9,0.4042,0.4381,0,0.6857
15,2,5,2,99295,45257,73966,19,28,396,26.7,0.4558,0.6119,0,0.3743
3,4,4,0,19536,5957,34316,19,2,344,22.8,0.3049,0.1736,0,0.281
2,2,6,4,99418,14842,107441,4,5,144,21.8,0.1493,0.1381,0,0.5983
13,3,8,1,9080,4393,21346,4,25,229,15.3,0.4838,0.2058,0,0.6017
9,1,11,0,70212,47593,125693,3,22,365,26.3,0.6778,0.3786,1,0.4329
1,2,2,3,75362,41136,183898,18,4,30,30.3,0.5458,0.2237,1,0.6179
21,5,11,0,21395,12098,40612,9,28,302,29.2,0.5655,0.2979,1,0.3743
20,5,11,3,77533,19701,139774,15,17,329,26.1,0.2541,0.1409,0,0.4304
13,2,9,0,59298,28700,147588,13,13,350,24.8,0.484,0.1945,0,0.3714
4,5,2,0,65716,18385,69354,2,15,217,17.0,0.2798,0.2651,0,0.4187
7,3,4,0,4902,3795,10837,15,13,411,21.9,0.7742,0.3502,2,0.3798
0,1,5,0,60811,18788,54603,14,20,359,32.1,0.309,0.3441,0,0.2563
10,3,3,4,17811,10900,29412,12,29,405,17.6,0.612,0.3706,1,0.4866
6,4,8,1,17585,1135,26908,7,22,152,13.8,0.0645,0.0422,0,0.5153
22,5,2,0,59326,18800,67009,4,22,84,22.4,0.3169,0.2806,0,0.4563
8,6,12,1,9002,2703,22167,3,8,46,35.0,0.3003,0.1219,0,0.6986
14,6,5,3,45162,20547,60578,17,2,407,12.7,0.455,0.3392,0,0.4604
5,4,12,0,13825,5457,24673,16,27,278,12.0,0.3947,0.2212,0,0.2036
18,2,12,1,77959,27009,127075,18,17,261,12.9,0.3465,0.2125,0,0.4066
7,3,2,0,20624,19216,32415,9,2,81,5.9,0.9317,0.5928,3,0.7099
14,5,6,0,4782,1144,4032,8,22,273,26.9,0.2392,0.2837,0,0.3634
1,5,5,3,35353,30472,31107,1,15,203,27.1,0.8619,0.9796,2,0.7751
10,0,3,1,70142,42060,46870,1,28,351,8.3,0.5996,0.8974,1,0.5878
13,3,3,1,77034,8104,108007,17,12,426,21.2,0.1052,0.075,0,0.3914
16,5,6,0,62491,37155,103808,6,22,334,15.4,0.5946,0.3579,1,0.4021
17,6,9,1,86880,58913,100020,6,22,383,24.4,0.6781,0.589,1,0.6121
9,1,5,1,76473,72400,41167,3,24,318,20.0,0.9467,1.7587,3,0.7255
20,2,3,0,58573,24114,108503,6,27,445,23.7,0.4117,0.2222,0,0.2883
20,4,6,3,54935,52320,74882,17,13,101,37.2,0.9524,0.6987,3,0.7377
19,3,8,1,28919,23548,62250,6,18,29,32.1,0.8143,0.3783,2,0.7506
12,3,3,0,63353,39620,153514,19,22,180,26.9,0.6254,0.2581,1,0.3862
7,6,8,1,49347,40606,123216,12,14,171,9.7,0.8229,0.3296,2,0.702
2,5,4,0,29823,18539,56945,4,29,257,6.0,0.6216,0.3256,1,0.4612
10,3,10,0,69022,15181,69610,5,3,142,39.7,0.2199,0.2181,0,0.5716
4,4,11,0,5676,565,7658,15,11,392,7.7,0.0995,0.0738,0,0.2107
5,0,3,1,85360,27403,155768,19,18,410,35.7,0.321,0.1759,0,0.396
7,0,8,2,76433,48509,170837,16,16,381,24.8,0.6347,0.2839,1,0.5417
8,2,3,1,4089,1501,3604,3,16,266,17.3,0.3671,0.4165,0,0.6403
8,5,2,1,30258,20500,35422,14,14,354,32.9,0.6775,0.5787,1,0.5698
17,3,3,0,4379,725,3071,16,8,351,6.1,0.1656,0.2361,0,0.2923
14,5,12,0,19492,8435,18158,8,16,279,22.3,0.4327,0.4645,0,0.4208
12,0,11,1,58078,36212,92894,4,18,287,26.3,0.6235,0.3898,1,0.6483
17,1,9,2,23819,8088,18416,6,22,251,23.0,0.3396,0.4392,0,0.5223
6,2,10,4,16220,5062,8951,15,29,340,8.2,0.3121,0.5655,0,0.3467
1,2,2,3,70120,42490,119173,7,22,237,16.9,0.606,0.3565,1,0.5865
5,4,6,3,84507,28698,45072,2,4,287,24.9,0.3396,0.6367,0,0.6381
16,6,5,2,31204,17304,61962,13,7,328,34.7,0.5545,0.2793,1,0.5951
4,1,7,2,73346,27001,168035,15,28,373,35.8,0.3681,0.1607,0,0.3788
12,3,11,0,12002,6987,26469,7,8,406,35.5,0.5822,0.264,1,0.4773
8,1,8,0,37159,21504,77679,6,5,222,26.4,0.5787,0.2768,1,0.5767
21,2,6,0,15401,8730,23294,2,29,254,23.0,0.5668,0.3748,1,0.463
18,6,6,2,40077,15109,91710,3,11,339,27.7,0.377,0.1647,0,0.6289
4,3,7,1,56926,43936,83266,11,15,139,16.0,0.7718,0.5277,2,0.7017
19,5,8,0,26490,15854,62027,18,22,265,35.3,0.5985,0.2556,1,0.3268
5,0,1,0,67293,42787,96575,9,17,283,24.6,0.6358,0.443,1,0.4524
3,1,6,2,14517,700,23159,12,3,131,9.2,0.0482,0.0302,0,0.5592
18,1,6,0,74926,66247,44334,5,14,121,33.2,0.8842,1.4943,2,0.6398
3,5,8,0,84187,28634,58427,9,22,436,35.2,0.3401,0.4901,0,0.2934
10,5,1,2,81145,30888,155179,16,3,2,32.2,0.3807,0.199,0,0.635
6,5,1,3,49972,15468,97769,19,6,42,30.4,0.3095,0.1582,0,0.5785
12,3,9,0,95183,33584,198819,15,14,494,14.6,0.3528,0.1689,0,0.2563
20,0,12,3,36285,28087,19745,6,19,244,32.7,0.7741,1.4225,2,0.6879
22,0,8,0,47794,31040,113529,7,27,430,10.0,0.6495,0.2734,1,0.3306
13,3,4,0,80198,39573,87790,13,8,411,37.4,0.4934,0.4508,0,0.3484
15,5,6,3,22020,12730,35617,2,27,30,14.1,0.5781,0.3574,1,0.626
18,6,9,1,72616,37205,96415,5,8,185,28.6,0.5124,0.3859,1,0.6478
10,3,1,0,18977,12235,39596,12,25,451,34.5,0.6447,0.309,1,0.3721
19,1,7,1,89772,69248,198899,9,20,338,22.6,0.7714,0.3482,2,0.6
16,5,8,4,77673,47881,123173,19,18,28,37.4,0.6164,0.3887,1,0.5783
0,2,7,0,63525,5021,123215,11,6,177,21.3,0.079,0.0407,0,0.3836
0,0,7,4,20927,19095,50035,1,21,360,6.6,0.9125,0.3816,3,0.7467
22,5,8,0,84745,17113,56699,1,18,174,15.7,0.2019,0.3018,0,0.4358
8,0,12,0,25322,9088,23576,15,17,229,26.2,0.3589,0.3855,0,0.3689
7,0,12,2,95527,49708,134740,15,19,65,17.2,0.5204,0.3689,1,0.5499
1,3,5,0,82343,27056,67455,4,9,270,16.3,0.3286,0.4011,0,0.4574
10,5,5,0,93928,65434,64223,10,20,315,22.5,0.6966,1.0189,1,0.4152
4,0,12,0,88319,30697,188489,16,17,497,36.7,0.3476,0.1629,0,0.2582
2,0,3,0,72891,17940,145755,11,15,148,29.4,0.2461,0.1231,0,0.34
6,6,4,0,71555,47505,110460,14,17,159,31.6,0.6639,0.4301,1,0.4629
8,6,10,0,59461,1759,139568,12,18,116,14.3,0.0296,0.0126,0,0.3093
10,4,5,1,15668,14655,15538,2,28,494,11.8,0.9353,0.9432,3,0.64
20,6,2,1,33475,6965,73751,2,18,293,19.6,0.2081,0.0944,0,0.5549
13,1,3,0,75198,53842,172676,8,29,131,6.7,0.716,0.3118,1,0.5089
18,2,8,1,35582,21113,25164,15,13,147,10.1,0.5934,0.839,1,0.6217
7,4,10,2,68768,39359,61418,6,28,443,24.6,0.5723,0.6408,1,0.4995
19,5,3,2,39461,14761,33273,9,2,261,21.7,0.3741,0.4436,0,0.6472
5,5,6,2,72577,39103,154606,6,18,131,7.8,0.5388,0.2529,1,0.6346
8,0,12,1,93473,47160,124289,12,19,170,7.8,0.5045,0.3794,1,0.5721
21,5,3,1,75603,10965,83645,19,7,463,19.0,0.145,0.1311,0,0.3713
19,4,2,0,52072,39117,109048,6,29,441,10.7,0.7512,0.3587,2,0.3406
2,5,6,4,11691,7695,26408,14,23,166,30.4,0.6582,0.2914,1,0.5607
22,3,4,4,82950,66653,68685,16,16,315,9.2,0.8035,0.9704,2,0.5949
1,2,7,3,76944,11884,79264,7,24,165,37.9,0.1544,0.1499,0,0.4673
12,4,9,0,26916,11772,35884,9,13,70,39.9,0.4374,0.3281,0,0.4444
7,0,10,0,24836,18473,20887,14,15,484,24.9,0.7438,0.8844,1,0.4177
20,4,4,1,18051,11152,27677,17,3,173,21.1,0.6178,0.4029,1,0.6403
3,3,11,1,46779,27492,70423,19,9,197,14.9,0.5877,0.3904,1,0.5804
23,6,3,0,83020,7140,47918,19,6,135,20.8,0.086,0.149,0,0.2949
22,3,10,0,46936,35738,59486,10,19,28,38.5,0.7614,0.6008,2,0.515
7,0,4,0,52649,21824,68550,14,20,485,34.3,0.4145,0.3184,0,0.1929
2,4,7,3,27331,17171,29401,5,13,15,27.4,0.6283,0.584,1,0.7595
13,1,9,2,45196,7975,81101,16,17,455,27.0,0.1765,0.0983,0,0.3111
1,0,5,0,228,127,204,17,8,308,29.1,0.557,0.6225,1,0.4088
8,0,9,0,2140,595,1379,14,23,201,36.2,0.278,0.4315,0,0.3065
12,6,8,0,61994,47939,62325,5,16,32,8.1,0.7733,0.7692,2,0.6095
2,1,7,1,59736,39895,61235,8,7,191,38.6,0.6679,0.6515,1,0.7196
16,0,6,1,38030,7386,90561,14,28,21,28.1,0.1942,0.0816,0,0.3785
14,6,7,2,93898,31760,230463,15,17,19,13.9,0.3382,0.1378,0,0.5605
12,3,9,2,19902,16906,48496,14,14,140,37.3,0.8495,0.3486,2,0.6791
8,0,1,0,32036,7683,63974,4,25,29,13.3,0.2398,0.1201,0,0.3884
8,2,1,0,62237,32097,67255,16,28,409,19.5,0.5157,0.4772,1,0.2246
0,1,3,1,55403,25136,127143,13,6,385,20.5,0.4537,0.1977,0,0.5637
23,5,7,0,3540,3074,5272,17,6,255,14.2,0.8684,0.5831,2,0.5359
15,2,2,1,72185,33198,179143,2,23,456,10.5,0.4599,0.1853,0,0.4924
14,5,7,3,10463,3221,15865,14,3,264,11.7,0.3078,0.203,0,0.5663
14,1,1,3,73418,39586,57199,6,15,452,17.4,0.5392,0.6921,1,0.5284
0,3,4,1,14042,6988,11792,18,10,309,34.9,0.4976,0.5926,0,0.5667
22,0,7,2,35632,27625,21887,16,11,427,24.3,0.7753,1.2622,2,0.6394
4,3,2,2,34524,13060,56292,3,24,49,21.0,0.3783,0.232,0,0.5814
20,4,4,0,54226,37615,79221,3,2,24,25.7,0.6937,0.4748,1,0.7079
16,6,3,0,18485,17384,40988,12,3,266,9.5,0.9404,0.4241,3,0.6266
0,1,1,0,22104,5107,32018,10,24,5,8.2,0.231,0.1595,0,0.3198
14,0,12,0,68183,26050,84515,4,8,290,5.4,0.3821,0.3082,0,0.471
0,6,7,4,85727,72697,48748,9,8,427,31.8,0.848,1.4913,2,0.6273
3,5,2,0,27079,8477,29033,12,25,313,5.8,0.313,0.292,0,0.2501
22,4,1,4,44034,26714,100129,16,15,482,5.6,0.6067,0.2668,1,0.4549
4,3,7,2,79308,17483,116406,16,14,157,32.5,0.2204,0.1502,0,0.4302
11,4,7,4,8887,5983,10988,5,8,133,36.2,0.6732,0.5445,1,0.728
13,4,5,0,45045,21012,25401,18,10,427,15.8,0.4665,0.8272,0,0.2866
15,4,5,1,12430,6885,15678,13,20,212,17.8,0.5539,0.4392,1,0.5345
7,6,10,4,71431,65689,147409,13,5,435,22.4,0.9196,0.4456,3,0.7198
14,3,7,0,42659,30736,52458,15,7,190,38.4,0.7205,0.5859,1,0.5348
6,4,10,2,22944,10357,54204,14,3,2,31.2,0.4514,0.1911,0,0.7039
20,4,5,0,85165,37493,99927,8,26,293,28.0,0.4402,0.3752,0,0.3547
13,0,4,2,88302,78065,50825,16,3,321,18.6,0.8841,1.536,2,0.6917
17,6,2,2,60213,15392,118400,8,23,240,10.8,0.2556,0.13,0,0.4271
18,6,3,1,27642,14501,50955,15,4,289,10.4,0.5246,0.2846,1,0.5686
9,4,4,4,4984,2261,12012,1,27,317,16.3,0.4537,0.1882,0,0.4903
1,5,1,0,68161,24910,75009,7,27,63,28.8,0.3655,0.3321,0,0.4005
3,6,10,0,43785,21730,21954,14,27,209,12.2,0.4963,0.9898,0,0.2873
6,4,2,1,90385,53354,172277,2,3,95,13.3,0.5903,0.3097,1,0.8622
19,6,5,2,79904,14825,104827,15,6,33,6.4,0.1855,0.1414,0,0.6092
6,3,10,0,50241,23176,38585,6,4,297,36.1,0.4613,0.6006,0,0.5519
4,6,8,1,16780,10809,35249,13,26,123,18.5,0.6442,0.3066,1,0.5552
14,2,1,0,57053,17964,117931,11,19,100,22.5,0.3149,0.1523,0,0.3542
14,0,3,2,8508,6770,5379,5,3,456,38.3,0.7957,1.2586,2,0.7767
13,1,10,0,65729,53833,48910,13,16,84,25.2,0.819,1.1007,2,0.5562
5,0,7,3,83007,15089,101061,1,24,437,39.5,0.1818,0.1493,0,0.4622
9,5,5,1,93905,10335,58172,1,6,311,30.5,0.1101,0.1777,0,0.5992
5,4,3,4,5349,4212,9114,7,15,302,13.7,0.7874,0.4621,2,0.7053
3,5,12,1,77897,27945,182537,19,12,367,18.8,0.3587,0.1531,0,0.4211
20,0,6,3,38154,15728,88854,18,6,131,19.2,0.4122,0.177,0,0.5929
17,2,9,1,8099,2947,7381,16,13,481,5.5,0.3639,0.3993,0,0.4257
19,2,1,0,87755,6588,46322,2,4,46,14.8,0.0751,0.1422,0,0.5412
7,4,5,4,7372,4590,17939,6,25,478,38.4,0.6226,0.2559,1,0.5284
15,2,11,2,22157,3302,36308,12,28,470,10.0,0.149,0.0909,0,0.3137
4,4,7,0,28738,17122,26445,4,28,108,13.8,0.5958,0.6475,1,0.5088
2,5,9,0,24531,14851,17469,5,25,406,21.9,0.6054,0.8501,1,0.3671
22,6,11,1,4403,2334,3383,4,16,445,36.3,0.5301,0.6899,1,0.5845
0,6,7,0,20019,10308,32157,19,3,214,35.3,0.5149,0.3206,1,0.4577
15,2,8,0,80789,26875,46089,4,17,49,12.5,0.3327,0.5831,0,0.4385
6,4,1,0,19155,3529,38444,5,15,415,17.1,0.1842,0.0918,0,0.3018
2,6,4,1,93594,13439,91884,15,14,120,36.8,0.1436,0.1463,0,0.4925
9,5,3,1,66190,33714,130977,3,15,437,38.8,0.5094,0.2574,1,0.5909
13,0,6,0,81431,45006,157218,17,10,490,37.3,0.5527,0.2863,1,0.3533
4,3,6,2,99391,33835,109297,12,18,70,37.8,0.3404,0.3096,0,0.5926
4,5,12,0,4357,2960,5624,13,5,260,34.9,0.6794,0.5263,1,0.4642
18,0,6,1,26668,13835,36060,14,28,491,32.9,0.5188,0.3837,1,0.3609
7,3,4,0,37578,23955,64769,13,4,244,38.2,0.6375,0.3699,1,0.4908
18,3,12,3,7311,4706,18140,11,18,221,14.8,0.6437,0.2594,1,0.5596
20,2,4,0,57185,51685,84339,16,23,70,38.6,0.9038,0.6128,3,0.5056
16,6,7,1,41403,28950,38758,17,26,382,39.1,0.6992,0.7469,1,0.4512
20,3,8,4,55439,46451,114691,13,21,411,25.0,0.8379,0.405,2,0.5065
9,3,12,0,6225,730,13092,12,11,38,19.5,0.1173,0.0558,0,0.427
4,1,5,0,47906,7705,97389,2,27,386,26.5,0.1608,0.0791,0,0.3085
11,4,6,3,49062,33987,47266,10,4,12,30.6,0.6927,0.7191,1,0.7813
13,6,2,3,13720,3163,11698,6,2,103,19.0,0.2305,0.2704,0,0.6467
9,0,11,1,6899,1156,6294,13,12,206,15.0,0.1676,0.1837,0,0.4996
3,0,2,1,84866,52324,75188,16,15,468,10.7,0.6165,0.6959,1,0.497
19,1,10,0,23035,10094,16200,13,17,383,31.9,0.4382,0.6231,0,0.3463
19,1,4,2,33283,10429,49897,10,19,75,37.6,0.3133,0.209,0,0.5093
10,4,11,3,86348,30875,183427,18,11,316,29.9,0.3576,0.1683,0,0.5142
3,0,8,1,33335,20766,29582,19,11,185,13.6,0.6229,0.702,1,0.5546
23,1,4,4,37560,29028,37460,6,18,424,11.9,0.7728,0.7749,2,0.616
8,1,12,0,91167,24828,54318,4,17,258,28.5,0.2723,0.4571,0,0.4569
13,6,10,4,57408,40470,97834,17,9,37,29.4,0.705,0.4137,1,0.6924
