disaster_type,people_count,children_count,elderly_count,injured_count,critical_count,time_elapsed_min,weather_severity,location_accessibility,flood_risk_score,landslide_risk_score,available_teams,nearest_team_dist_km,priority_score,priority_class
4,98,5,0,57,4,17.1,2,3,0.3777,0.9788,12,7.47,0.5699,1
5,22,2,2,15,2,32.0,0,2,0.9881,0.9997,14,6.1,0.325,0
2,6,2,0,1,0,25.0,2,0,0.6109,0.9133,4,3.92,0.3185,0
2,46,15,6,5,0,21.3,0,1,0.2212,0.6017,3,1.77,0.4665,1
7,110,3,14,44,2,55.7,2,0,0.108,0.0087,7,0.1,0.5421,1
1,14,1,1,5,0,34.0,3,1,0.484,0.4999,15,18.2,0.3773,1
1,16,1,4,1,0,96.2,2,1,0.3849,0.6742,12,5.62,0.449,1
0,9,1,0,5,1,19.8,1,1,0.4646,0.6215,19,1.47,0.3146,0
5,16,2,3,6,0,22.8,0,1,0.8331,0.1233,13,10.75,0.2742,0
6,86,19,25,68,17,5.9,1,1,0.2032,0.0796,11,14.23,0.6453,2
4,96,11,12,16,4,45.8,0,1,0.9141,0.1039,2,4.65,0.5364,1
4,86,32,7,42,2,9.8,2,0,0.7435,0.6714,11,29.17,0.5805,1
5,162,31,52,95,6,2.9,0,1,0.6607,0.4759,15,2.41,0.6113,2
3,93,18,12,15,1,25.0,2,1,0.6956,0.185,19,2.16,0.6264,2
3,50,4,0,42,12,10.7,2,0,0.2905,0.8499,19,3.88,0.4675,1
6,161,7,22,115,7,77.2,0,2,0.4545,0.1174,4,2.71,0.6264,2
1,14,4,4,5,0,6.3,0,3,0.5982,0.2969,4,0.08,0.3977,1
5,182,15,4,131,50,6.2,0,2,0.2688,0.1535,5,12.78,0.6313,2
3,93,71,28,36,1,20.8,0,3,0.9737,0.5817,15,0.22,0.6282,2
0,196,47,0,76,3,5.7,1,0,0.1222,0.7756,12,1.71,0.6328,2
0,145,51,2,75,2,77.0,2,1,0.4002,0.5844,0,7.33,0.7088,2
5,169,23,18,83,27,1.4,0,2,0.0952,0.8034,15,0.94,0.7748,2
0,188,20,24,80,7,104.3,0,2,0.532,0.8299,4,8.77,0.7432,2
6,112,58,8,62,10,3.4,0,2,0.4501,0.5562,16,20.0,0.6642,2
6,56,11,16,30,6,44.9,1,3,0.5545,0.3402,19,1.31,0.5459,1
6,99,20,1,73,24,34.4,0,2,0.9643,0.9832,4,5.26,0.6712,2
2,72,15,3,10,1,26.9,0,3,0.0921,0.2686,4,13.73,0.5658,1
6,129,44,12,37,2,4.6,0,2,0.5062,0.7084,19,6.69,0.5395,1
6,143,31,10,58,5,36.5,1,2,0.7557,0.2487,13,6.21,0.6459,2
2,56,2,23,15,2,8.5,2,3,0.5629,0.9776,7,12.87,0.5935,1
0,28,10,4,12,2,55.4,0,3,0.3975,0.0352,8,0.23,0.4583,1
0,36,4,19,5,0,7.5,2,0,0.0956,0.3561,10,5.99,0.4436,1
3,187,12,14,3,0,22.7,1,2,0.5492,0.0854,8,2.91,0.604,2
3,149,17,14,34,5,0.7,0,3,0.7452,0.1476,13,1.13,0.6444,2
4,41,7,5,7,1,107.4,0,0,0.3454,0.5511,10,8.68,0.3751,1
3,198,20,38,159,47,14.6,0,1,0.4056,0.4501,8,18.98,0.7523,2
1,173,2,31,112,7,2.4,0,3,0.7754,0.4659,2,3.77,0.6694,2
1,35,9,2,15,6,16.2,3,0,0.5233,0.2293,5,0.82,0.4896,1
3,41,1,7,9,1,2.8,0,1,0.9842,0.7668,3,2.57,0.3578,1
1,96,65,4,21,0,61.3,3,0,0.6646,0.5416,19,14.74,0.6491,2
0,52,5,17,21,7,1.4,0,1,0.1632,0.42,18,12.15,0.5062,1
5,111,43,4,78,16,36.4,1,0,0.1899,0.0909,19,7.03,0.672,2
0,121,7,17,47,15,54.7,1,1,0.894,0.9143,14,7.72,0.6475,2
1,131,31,39,77,25,11.3,0,3,0.7371,0.584,6,8.76,0.8025,3
1,82,10,6,57,3,9.9,0,1,0.2335,0.4128,7,15.55,0.4534,1
3,103,25,16,31,7,26.2,0,0,0.0869,0.3529,0,22.12,0.6433,2
5,62,5,26,33,13,11.9,2,2,0.0682,0.0862,7,28.75,0.6284,2
2,23,0,12,6,0,27.1,2,1,0.5301,0.2993,10,24.39,0.4266,1
0,93,50,29,32,5,20.7,0,0,0.4545,0.2521,10,26.35,0.534,1
1,179,51,28,33,1,26.2,2,2,0.8834,0.6774,3,10.34,0.7366,2
7,92,22,3,63,12,1.0,0,1,0.9294,0.908,3,0.32,0.5327,1
1,72,8,11,17,6,19.6,0,3,0.3156,0.1681,2,1.75,0.5222,1
2,86,28,0,32,11,44.5,2,0,0.5024,0.628,14,14.82,0.6788,2
3,111,6,5,15,1,1.2,1,1,0.2201,0.2084,6,1.57,0.5349,1
6,156,43,42,9,0,63.2,1,2,0.416,0.6978,4,1.13,0.6165,2
3,150,9,35,25,16,10.3,0,2,0.0119,0.7182,15,17.36,0.6963,2
6,45,13,11,8,0,46.7,3,3,0.5702,0.4595,5,3.09,0.4732,1
1,152,68,39,64,5,46.5,0,2,0.5414,0.3247,0,8.03,0.7357,2
7,61,4,3,39,13,45.7,1,2,0.0092,0.7101,6,9.25,0.4932,1
4,107,2,17,10,3,28.3,0,2,0.9073,0.892,6,5.22,0.5861,1
5,132,70,40,48,18,4.0,3,1,0.7886,0.4108,16,1.27,0.728,2
1,91,10,18,19,2,17.3,0,0,0.1036,0.1609,6,2.82,0.5101,1
4,164,3,60,35,17,4.1,1,3,0.3263,0.6861,6,1.39,0.7983,2
0,117,31,25,51,12,1.5,1,1,0.8881,0.3985,16,1.53,0.773,2
7,53,7,2,30,3,29.9,0,1,0.4795,0.2941,17,4.07,0.3561,1
0,94,4,24,21,0,39.4,0,0,0.8085,0.9376,2,23.49,0.5556,1
2,76,12,23,59,19,1.1,3,1,0.4799,0.3945,1,43.8,0.7595,2
4,119,6,5,16,10,7.5,2,0,0.6205,0.181,5,0.08,0.5148,1
6,129,12,13,83,7,43.8,1,0,0.5472,0.6292,18,2.4,0.5487,1
6,2,0,0,0,0,6.0,0,3,0.7983,0.8055,2,4.87,0.2217,0
2,76,0,1,16,7,8.2,3,2,0.4838,0.374,13,43.9,0.5884,1
5,160,2,71,91,17,9.9,2,0,0.822,0.404,2,13.89,0.6813,2
0,54,14,1,13,0,5.9,1,1,0.0325,0.0825,14,0.89,0.4457,1
7,45,2,26,20,2,41.2,0,1,0.1204,0.7095,19,10.85,0.4335,1
7,76,10,30,33,1,22.4,3,0,0.5084,0.757,17,23.76,0.5394,1
3,184,53,9,23,2,31.8,2,3,0.663,0.6822,14,3.71,0.6315,2
7,96,2,11,2,0,20.9,2,1,0.5353,0.8742,3,6.34,0.431,1
0,36,5,14,2,0,7.7,0,1,0.2585,0.8022,16,5.12,0.4138,1
1,135,0,19,73,26,21.6,1,0,0.7105,0.6482,1,17.96,0.7451,2
7,38,6,11,16,7,130.9,0,2,0.456,0.0134,10,7.04,0.5079,1
7,182,28,3,38,15,66.4,1,2,0.3662,0.8584,4,2.12,0.697,2
6,8,0,0,1,0,8.4,2,0,0.9136,0.3639,0,29.44,0.2481,0
1,135,46,50,59,13,82.4,0,1,0.1593,0.3864,2,12.69,0.7925,2
7,166,15,92,85,32,121.0,2,0,0.061,0.6422,19,4.86,0.7657,2
2,158,25,27,93,12,31.3,1,2,0.5588,0.5295,13,11.23,0.7739,2
6,56,12,5,24,4,12.9,2,1,0.2516,0.4768,15,12.96,0.415,1
5,57,4,11,14,6,8.2,2,3,0.4637,0.6494,3,3.76,0.5102,1
5,145,0,23,37,11,16.7,1,2,0.9731,0.7377,0,7.78,0.6481,2
3,180,41,8,107,42,62.3,1,3,0.4349,0.4292,15,9.45,0.8406,3
2,178,69,17,79,13,36.3,2,2,0.8968,0.274,9,2.12,0.8713,3
1,172,82,30,75,0,62.5,1,2,0.5998,0.7634,16,9.0,0.7393,2
6,148,121,43,45,20,9.1,0,1,0.4309,0.7034,7,15.09,0.7052,2
0,92,38,36,48,11,57.8,0,2,0.3259,0.3365,0,17.86,0.7318,2
1,134,35,2,125,6,11.1,2,1,0.9938,0.1732,14,11.06,0.6722,2
1,1,0,0,0,0,44.1,0,2,0.2596,0.8191,14,1.35,0.2881,0
3,1,0,0,0,0,25.9,1,0,0.7803,0.9085,13,10.57,0.2403,0
6,1,0,0,0,0,38.7,1,0,0.4315,0.2743,3,0.98,0.1958,0
6,175,87,39,34,3,6.6,2,3,0.4612,0.07,6,10.65,0.6184,2
5,153,26,20,95,17,13.7,2,2,0.8925,0.8393,10,0.64,0.7457,2
0,6,0,1,1,0,18.0,2,1,0.9023,0.2328,18,7.45,0.3492,0
2,13,4,1,7,1,7.1,0,0,0.5359,0.2221,12,13.6,0.3714,1
7,60,9,8,10,1,2.9,3,0,0.4711,0.3743,2,7.64,0.4503,1
1,105,37,36,69,2,21.3,1,3,0.8367,0.2535,6,18.65,0.7314,2
3,92,4,5,39,21,65.8,2,0,0.8529,0.2658,1,7.15,0.6734,2
0,61,4,11,32,4,66.2,2,3,0.6586,0.2706,18,23.73,0.6227,2
4,67,25,8,13,3,57.6,2,1,0.35,0.6509,4,1.72,0.5651,1
5,79,0,3,19,0,11.8,3,3,0.6795,0.4488,9,17.57,0.502,1
6,23,1,5,9,0,38.2,0,1,0.6102,0.1002,18,2.63,0.2614,0
3,146,48,27,39,13,139.0,1,2,0.9495,0.5896,12,3.22,0.8074,3
3,14,4,2,11,2,47.2,2,1,0.2356,0.0487,18,12.41,0.3544,1
4,85,11,24,25,0,63.7,3,0,0.7384,0.3918,12,29.32,0.6546,2
1,51,6,0,10,0,77.7,1,0,0.8797,0.0585,11,0.79,0.4033,1
4,109,0,37,45,14,73.0,0,3,0.6743,0.7561,0,5.84,0.7908,2
5,122,26,16,45,14,8.5,0,0,0.0243,0.5594,1,14.21,0.6874,2
4,71,6,20,46,16,74.1,0,1,0.0661,0.2843,12,6.3,0.6965,2
1,157,40,32,89,17,151.4,0,1,0.0203,0.0937,12,2.7,0.8147,3
3,16,1,2,8,0,7.7,0,1,0.9192,0.2668,15,1.79,0.2743,0
2,14,2,2,1,0,67.7,3,2,0.4422,0.8801,14,2.73,0.435,1
1,37,15,2,24,1,37.7,2,0,0.2846,0.4708,9,2.35,0.4137,1
4,154,8,48,7,2,3.7,1,0,0.1306,0.3406,13,13.09,0.6066,2
3,150,68,39,86,14,4.7,0,0,0.2929,0.6493,19,19.8,0.6819,2
0,197,54,64,22,4,25.8,0,1,0.5984,0.4062,14,0.58,0.6431,2
0,99,13,11,11,0,2.1,1,1,0.5483,0.7415,16,16.52,0.5793,1
2,54,18,8,8,3,143.4,0,2,0.0546,0.3393,4,1.75,0.6016,2
2,91,32,6,48,7,0.1,0,1,0.3551,0.1018,6,12.34,0.5749,1
0,24,0,0,4,0,45.8,0,0,0.7959,0.2339,19,1.1,0.2906,0
0,30,0,1,6,0,55.7,1,3,0.5216,0.8343,10,20.85,0.4454,1
4,164,37,26,113,22,63.0,3,0,0.4796,0.0919,18,9.47,0.7827,2
2,55,1,6,9,1,31.9,1,0,0.9062,0.7738,13,28.08,0.3897,1
1,153,20,25,44,14,51.4,0,0,0.8191,0.9383,1,0.79,0.689,2
1,2,0,0,1,0,15.6,1,1,0.7575,0.4553,0,5.52,0.2977,0
6,148,4,0,0,0,65.7,1,0,0.4237,0.8329,12,4.58,0.3591,1
3,178,56,40,85,23,4.4,0,3,0.4068,0.7973,11,4.21,0.7599,2
4,198,27,49,47,3,9.5,3,2,0.7339,0.4804,2,0.9,0.7059,2
3,4,0,0,1,0,114.5,1,0,0.9755,0.7267,13,7.33,0.3302,0
4,25,0,1,6,0,17.7,0,3,0.5878,0.718,3,28.51,0.338,0
5,132,34,0,23,0,3.3,0,3,0.5078,0.9219,1,0.39,0.5772,1
1,137,11,17,82,6,23.5,0,0,0.6537,0.0117,11,8.24,0.6171,2
7,106,7,80,12,6,13.6,0,2,0.1127,0.6686,15,6.8,0.6696,2
0,197,27,5,134,0,24.6,2,3,0.9105,0.3579,19,26.9,0.6227,2
4,19,0,1,3,0,2.5,0,1,0.1432,0.8602,1,4.9,0.2501,0
2,84,17,6,22,1,37.1,0,2,0.6769,0.8355,12,0.47,0.5417,1
6,20,0,4,6,0,36.4,0,1,0.3094,0.3162,9,4.58,0.2964,0
3,181,30,2,59,19,120.7,0,1,0.7618,0.765,0,11.07,0.7934,2
6,29,3,1,11,2,56.0,1,2,0.7655,0.0429,6,1.16,0.3808,1
2,50,12,21,13,0,31.9,2,0,0.4038,0.5061,5,20.98,0.5592,1
6,193,69,15,154,6,31.4,1,2,0.3072,0.1454,15,8.54,0.6339,2
6,177,25,13,13,3,28.1,2,0,0.4466,0.3036,0,3.61,0.5349,1
7,163,74,82,76,5,57.8,2,2,0.6157,0.8157,0,4.77,0.645,2
7,97,8,18,63,10,65.5,0,0,0.3471,0.9373,14,50.33,0.5247,1
4,51,25,0,36,1,30.2,2,1,0.3861,0.3146,18,8.71,0.4717,1
7,29,4,5,3,0,29.3,1,0,0.7727,0.3253,13,2.18,0.3078,0
5,94,9,10,73,3,58.6,1,3,0.2995,0.8032,5,5.15,0.6101,2
4,42,1,7,8,2,29.4,1,2,0.4127,0.3151,1,4.35,0.4177,1
6,177,6,9,28,4,57.0,1,1,0.0349,0.5965,7,32.76,0.5609,1
4,107,26,33,58,10,7.5,1,0,0.4521,0.5355,1,11.14,0.6071,2
5,62,5,5,23,2,12.8,3,3,0.9301,0.7967,11,43.8,0.4875,1
5,96,26,6,33,13,7.4,1,1,0.1768,0.6025,8,8.21,0.6377,2
2,165,3,14,101,10,25.3,0,2,0.4334,0.6864,19,15.78,0.704,2
2,83,2,6,55,16,10.9,0,2,0.7782,0.5372,15,1.39,0.6465,2
4,64,12,10,9,2,13.3,1,1,0.0031,0.6255,17,5.65,0.4766,1
6,110,27,12,43,7,7.1,3,0,0.8906,0.4866,4,5.55,0.6505,2
4,176,1,19,70,18,22.2,0,0,0.1444,0.8232,3,3.48,0.6436,2
1,195,58,17,114,5,21.1,2,0,0.9037,0.1436,18,10.4,0.6429,2
4,153,62,47,49,4,5.5,1,0,0.0034,0.0439,2,41.74,0.6065,2
0,20,12,11,6,0,12.7,0,2,0.2146,0.6718,17,4.16,0.4201,1
0,85,27,0,12,2,58.2,1,3,0.1772,0.6327,15,17.83,0.6021,2
2,144,26,22,60,2,12.3,1,0,0.7056,0.6362,4,8.76,0.6116,2
6,179,117,0,137,17,16.2,0,3,0.8172,0.7525,15,3.41,0.7409,2
5,53,8,6,15,0,28.9,3,3,0.6516,0.8339,13,4.55,0.4975,1
5,47,10,8,28,11,58.4,2,2,0.8978,0.2189,6,5.25,0.5324,1
3,73,13,9,14,2,41.5,1,1,0.0296,0.2025,19,7.98,0.5401,1
7,153,5,18,24,3,70.1,0,3,0.4207,0.9762,18,3.05,0.5629,1
1,146,29,5,110,19,19.0,2,1,0.2672,0.19,10,15.36,0.7554,2
2,103,30,7,30,4,4.4,1,0,0.2187,0.0241,12,18.32,0.5968,1
7,115,25,11,87,25,24.2,1,0,0.6836,0.6385,6,1.37,0.6369,2
0,183,43,17,76,26,3.6,3,1,0.9885,0.8887,10,9.17,0.8331,3
1,52,21,9,3,1,11.7,2,0,0.2883,0.2467,0,3.79,0.5474,1
4,110,9,3,54,2,59.2,1,0,0.0191,0.2772,12,17.27,0.4936,1
6,58,15,8,8,3,38.7,0,0,0.508,0.6743,18,8.15,0.3565,1
7,109,2,12,36,1,25.7,2,0,0.9169,0.6894,11,8.98,0.4705,1
1,89,43,4,50,36,4.9,0,3,0.9153,0.1533,12,13.07,0.7961,2
3,15,4,7,10,2,43.3,0,1,0.2689,0.8907,17,23.51,0.3562,1
1,125,37,64,54,3,84.6,2,2,0.7984,0.2706,15,2.19,0.7719,2
0,140,40,35,96,8,63.0,1,0,0.8266,0.3382,15,3.07,0.6952,2
6,169,4,0,125,19,0.7,1,1,0.7138,0.0177,10,29.27,0.5007,1
6,18,1,1,6,1,8.8,0,0,0.6988,0.3453,18,0.87,0.196,0
4,180,26,23,62,1,25.7,2,0,0.9876,0.7009,15,0.81,0.6288,2
6,181,65,13,19,3,7.0,1,0,0.1714,0.5054,8,1.29,0.4775,1
4,7,4,3,0,0,8.2,3,1,0.7082,0.5962,10,16.32,0.2715,0
3,100,50,0,51,0,13.1,1,3,0.8784,0.1928,3,3.94,0.6432,2
5,70,14,36,8,2,53.6,1,2,0.8509,0.3735,14,7.07,0.648,2
0,154,15,32,56,1,3.5,2,0,0.5227,0.7989,9,1.55,0.6162,2
7,10,2,0,0,0,20.1,0,2,0.6824,0.2491,12,11.01,0.2797,0
1,18,1,0,9,2,15.3,0,1,0.0925,0.3828,14,10.92,0.3082,0
3,172,10,9,78,14,20.7,1,0,0.5961,0.9954,13,1.86,0.5786,1
5,61,1,16,6,2,12.9,0,2,0.6874,0.7519,9,23.07,0.4589,1
4,9,1,0,1,0,58.9,0,3,0.6404,0.3995,1,6.95,0.3445,0
1,142,17,9,71,1,22.3,1,3,0.8502,0.0941,4,0.67,0.635,2
0,100,29,11,37,15,29.4,1,2,0.7242,0.8175,17,20.58,0.7487,2
4,15,0,2,10,1,49.6,1,2,0.349,0.7169,18,9.48,0.321,0
0,56,3,5,32,24,18.3,3,1,0.7063,0.0924,16,7.51,0.6063,2
2,104,24,17,16,1,0.1,1,2,0.3236,0.6004,2,19.38,0.6413,2
5,57,9,0,43,10,50.4,2,0,0.6712,0.1773,10,2.0,0.4944,1
0,57,25,3,7,0,27.2,0,1,0.3525,0.467,17,2.0,0.4678,1
3,50,5,11,17,3,17.9,1,1,0.509,0.4752,14,0.48,0.4087,1
2,38,14,4,22,7,12.8,0,0,0.5462,0.0513,18,8.38,0.4296,1
3,193,143,49,56,7,2.4,0,1,0.7241,0.3717,19,19.46,0.6298,2
2,16,3,5,4,0,19.7,0,0,0.8021,0.5625,19,20.2,0.3187,0
0,198,9,17,25,3,15.3,1,0,0.517,0.3608,14,15.89,0.552,1
2,153,39,25,38,3,64.2,2,1,0.1104,0.3657,2,4.21,0.7192,2
7,184,135,54,115,7,28.1,2,1,0.4987,0.2202,2,9.12,0.6196,2
5,3,0,0,1,0,10.7,2,0,0.0938,0.2537,14,4.54,0.2529,0
4,26,5,2,9,1,7.3,3,3,0.1372,0.7329,18,7.96,0.4292,1
4,199,38,18,28,2,38.8,0,1,0.4846,0.0435,15,22.47,0.6123,2
7,52,13,3,2,0,48.8,0,1,0.4557,0.2723,12,6.96,0.3705,1
1,156,16,55,66,13,14.7,0,3,0.4439,0.1716,6,14.59,0.7631,2
0,58,2,5,21,2,8.4,0,3,0.5842,0.5153,11,12.31,0.4938,1
7,38,0,11,16,8,21.4,3,1,0.2505,0.6754,16,15.79,0.454,1
6,91,57,4,34,16,41.8,3,1,0.0282,0.6131,12,31.06,0.7207,2
1,168,92,16,38,4,5.3,1,1,0.9914,0.8125,14,9.59,0.6822,2
2,95,13,26,8,2,41.3,1,0,0.5153,0.3394,9,10.19,0.6607,2
6,85,1,42,50,20,27.1,1,3,0.9337,0.3184,0,2.58,0.7385,2
3,50,14,4,16,0,40.4,2,0,0.8683,0.7177,4,6.83,0.4523,1
1,115,55,7,36,8,13.4,0,3,0.1282,0.1942,15,5.97,0.726,2
4,197,13,15,43,8,42.8,2,0,0.7561,0.6953,17,2.99,0.6509,2
5,81,12,17,32,0,55.9,2,0,0.7975,0.6153,16,3.82,0.4741,1
2,142,27,8,48,1,8.4,1,2,0.1188,0.3007,15,1.24,0.6427,2
2,196,9,18,36,9,45.4,3,2,0.6623,0.3893,12,14.83,0.7974,2
2,23,6,2,12,0,35.8,1,3,0.3099,0.1648,17,10.39,0.5291,1
5,52,17,8,24,0,16.3,1,2,0.3735,0.2692,15,17.83,0.4644,1
0,193,53,58,102,15,32.2,2,0,0.612,0.7386,10,4.36,0.7373,2
4,139,17,31,36,4,17.9,2,1,0.2857,0.4685,9,10.0,0.6719,2
4,5,0,0,0,0,10.7,0,0,0.4566,0.5503,1,2.25,0.1614,0
2,59,8,3,24,0,5.0,2,1,0.8857,0.2861,10,19.7,0.4489,1
7,52,10,5,33,0,16.0,2,0,0.0846,0.6137,14,0.98,0.3835,1
3,112,41,9,40,15,69.1,2,0,0.1974,0.492,14,17.34,0.726,2
1,88,13,24,3,1,34.3,2,0,0.4007,0.9582,16,23.46,0.6557,2
6,57,1,28,9,0,32.3,2,1,0.3721,0.0594,6,9.2,0.4847,1
5,59,20,24,24,7,68.6,1,0,0.4846,0.9255,18,14.44,0.5396,1
5,28,6,8,6,1,3.9,1,2,0.0405,0.8932,11,2.24,0.389,1
2,119,37,35,53,8,31.6,1,1,0.2089,0.5298,6,7.72,0.7078,2
7,152,39,37,23,2,11.2,0,2,0.2305,0.771,11,86.66,0.6132,2
0,147,6,18,35,1,52.0,0,1,0.1381,0.8804,3,0.06,0.567,1
6,184,95,35,52,3,27.2,1,2,0.3623,0.2,12,4.73,0.5892,1
1,37,6,12,8,0,10.2,0,0,0.6079,0.5462,4,17.32,0.4181,1
0,91,49,4,10,2,15.7,1,1,0.7389,0.6617,6,6.83,0.6059,2
7,143,54,6,69,30,12.6,0,2,0.2076,0.5724,15,7.24,0.72,2
1,142,35,29,65,16,2.1,0,0,0.4069,0.5985,19,3.78,0.7033,2
7,75,22,6,22,4,13.3,1,0,0.3754,0.3851,8,1.16,0.4451,1
7,147,2,6,59,7,191.8,2,0,0.2763,0.2842,7,11.07,0.6045,2
2,198,17,4,110,11,42.6,3,1,0.6213,0.2294,14,13.14,0.7029,2
2,143,62,2,55,33,37.0,1,2,0.5319,0.1247,19,4.59,0.8304,3
0,70,3,0,27,2,15.3,0,2,0.9529,0.1711,10,5.28,0.4686,1
7,89,2,3,14,2,5.7,1,1,0.0075,0.6289,16,0.97,0.4976,1
3,64,21,6,13,0,25.1,0,0,0.2509,0.6358,17,0.83,0.4782,1
0,140,44,18,26,8,14.6,1,0,0.2056,0.5805,12,9.54,0.6625,2
2,84,17,4,18,0,41.9,1,1,0.5344,0.5481,17,0.6,0.5399,1
7,178,28,9,53,12,10.6,2,0,0.7919,0.4788,9,7.14,0.5533,1
5,118,4,4,25,1,146.0,0,1,0.2754,0.5918,7,15.42,0.487,1
3,46,11,10,22,0,25.6,2,1,0.2688,0.8363,11,25.03,0.4635,1
3,198,63,36,101,1,27.5,1,1,0.0424,0.0811,16,39.34,0.5992,1
2,128,4,9,40,0,16.0,1,2,0.624,0.0318,14,6.38,0.6129,2
5,54,6,9,33,1,5.7,3,0,0.0704,0.876,2,17.45,0.3829,1
2,118,41,5,49,18,32.8,1,0,0.314,0.8848,17,8.31,0.7747,2
2,171,34,57,61,2,15.5,1,0,0.65,0.8516,0,8.03,0.6702,2
1,146,5,23,55,14,16.3,0,1,0.933,0.1696,9,12.64,0.7258,2
7,170,71,20,85,1,14.3,2,2,0.6661,0.0749,7,8.85,0.6194,2
4,152,16,14,32,5,24.0,2,2,0.8446,0.5507,18,34.54,0.6503,2
1,123,19,12,41,0,22.5,1,2,0.0999,0.2316,10,47.38,0.6247,2
4,166,5,30,109,35,40.2,2,2,0.4212,0.8541,16,4.74,0.7802,2
7,3,0,0,1,0,51.6,0,2,0.0579,0.0135,13,2.26,0.2908,0
6,78,25,11,26,6,46.3,1,1,0.8637,0.4722,14,0.48,0.5784,1
7,102,34,57,73,19,17.3,2,3,0.4385,0.9015,1,0.23,0.7661,2
4,152,17,14,53,21,5.1,3,1,0.2517,0.9903,18,4.4,0.7415,2
1,85,12,10,41,0,11.6,2,0,0.9722,0.9803,5,1.08,0.5201,1
4,2,0,0,0,0,23.8,2,2,0.9857,0.109,17,6.5,0.3404,0
7,118,17,3,71,43,44.5,2,3,0.5593,0.6856,16,30.76,0.7398,2
4,184,5,111,103,15,6.1,2,3,0.6774,0.3426,7,12.39,0.747,2
0,89,16,40,21,5,8.3,2,1,0.1637,0.3671,13,4.85,0.7213,2
3,150,65,62,43,5,73.6,0,1,0.1562,0.6487,6,3.12,0.6738,2
1,96,9,10,20,6,0.6,0,0,0.0314,0.5069,9,33.48,0.4903,1
3,99,35,3,34,1,2.8,2,0,0.7254,0.5359,18,8.84,0.585,1
6,52,2,8,19,1,8.7,0,0,0.7805,0.0352,8,2.19,0.3092,0
0,43,1,18,4,2,24.2,2,2,0.269,0.4768,11,54.48,0.5355,1
0,4,0,0,2,0,33.6,1,1,0.7289,0.5247,13,9.19,0.3151,0
2,167,8,9,125,28,23.5,0,1,0.5243,0.8698,2,11.65,0.6694,2
0,32,1,12,16,0,5.7,2,0,0.4424,0.1458,18,4.0,0.4319,1
3,101,0,15,43,1,32.3,1,0,0.7667,0.3911,10,5.95,0.5543,1
1,43,8,6,34,9,0.8,0,1,0.3292,0.5542,7,1.77,0.4406,1
1,67,6,1,18,3,15.4,1,3,0.9122,0.0972,6,4.94,0.5459,1
3,19,0,10,9,0,43.1,1,3,0.6584,0.0854,9,9.89,0.3482,0
4,134,36,9,100,3,46.4,0,1,0.5584,0.3708,9,0.03,0.6115,2
2,16,3,4,5,0,13.6,3,2,0.1692,0.3684,6,10.03,0.3944,1
0,91,6,5,54,2,110.5,0,2,0.0227,0.2514,17,7.98,0.5989,1
6,87,27,3,2,0,102.1,0,1,0.9051,0.0043,9,6.61,0.5125,1
7,58,6,3,23,4,57.8,1,1,0.3417,0.5558,8,7.93,0.3388,0
1,170,8,23,42,0,5.1,2,1,0.6783,0.1172,13,11.19,0.6065,2
2,176,45,80,44,3,1.1,0,1,0.3487,0.478,14,0.27,0.682,2
4,26,4,0,21,12,16.8,0,1,0.9497,0.0954,16,2.4,0.3593,1
7,146,22,11,46,24,24.3,0,2,0.0116,0.2258,17,5.14,0.7059,2
1,58,23,3,28,3,13.5,2,0,0.1857,0.6288,15,1.44,0.4626,1
3,38,8,2,8,0,40.0,0,3,0.599,0.0178,6,1.97,0.4234,1
7,127,17,18,41,10,10.3,0,3,0.0662,0.7699,6,6.64,0.6746,2
6,38,14,1,16,5,28.5,0,3,0.2511,0.5382,4,6.37,0.4043,1
6,100,2,5,40,10,63.1,1,2,0.6438,0.0483,11,3.3,0.571,1
7,36,1,14,12,0,17.6,1,3,0.5759,0.7384,5,9.55,0.4017,1
3,160,68,34,103,5,3.4,0,1,0.9547,0.9708,7,4.19,0.5813,1
3,25,13,0,8,1,76.3,2,1,0.5535,0.6848,5,21.85,0.4272,1
3,104,27,18,62,19,32.5,1,1,0.0784,0.2188,13,20.64,0.7918,2
4,51,3,7,18,2,6.0,2,1,0.1766,0.1291,6,21.57,0.3834,1
4,131,41,0,18,0,65.3,0,0,0.5727,0.6921,0,26.14,0.5346,1
6,137,1,26,31,5,47.9,1,3,0.4224,0.1673,11,0.64,0.6488,2
0,77,9,17,45,3,9.9,2,1,0.2894,0.175,15,5.13,0.5337,1
5,55,11,2,15,5,13.4,2,0,0.9173,0.1834,4,2.0,0.3804,1
6,40,8,10,13,0,15.7,2,1,0.8865,0.8896,14,7.16,0.3931,1
6,99,53,21,83,26,104.7,0,3,0.4533,0.9086,1,6.65,0.8568,3
3,74,26,3,31,10,13.6,0,1,0.8837,0.3942,8,1.93,0.5608,1
3,91,22,12,12,5,2.7,0,0,0.1245,0.5655,1,9.36,0.5265,1
4,93,4,4,11,0,39.4,0,2,0.0002,0.0186,5,3.17,0.4685,1
6,145,24,28,87,34,8.4,2,3,0.2568,0.4919,9,19.17,0.764,2
2,101,1,28,40,1,43.1,0,2,0.0172,0.2078,3,0.05,0.7052,2
5,58,15,2,33,16,0.3,3,1,0.767,0.8884,17,0.62,0.588,1
5,154,53,0,90,45,3.8,2,2,0.2066,0.2106,14,3.31,0.7224,2
4,87,7,12,53,19,62.1,1,2,0.1494,0.4043,3,9.2,0.7557,2
